IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.19.30.239,4,4,0.00,193.33,0.00
104.25.242.242,4,4,0.00,193.35,0.00
104.19.100.173,4,4,0.00,193.38,0.00
172.65.78.56,4,4,0.00,193.40,0.00
104.25.181.210,4,4,0.00,193.40,0.00
172.65.214.192,4,4,0.00,193.46,0.00
104.24.245.83,4,4,0.00,193.46,0.00
104.25.243.171,4,4,0.00,193.48,0.00
172.65.160.46,4,4,0.00,193.49,0.00
172.64.148.97,4,4,0.00,193.52,0.00
104.20.41.186,4,4,0.00,193.53,0.00
162.159.35.203,4,4,0.00,193.54,0.00
104.19.49.71,4,4,0.00,193.54,0.00
104.19.92.18,4,4,0.00,193.55,0.00
141.101.120.45,4,4,0.00,193.56,0.00
104.25.113.220,4,4,0.00,193.60,0.00
172.67.30.28,4,4,0.00,193.63,0.00
104.22.60.202,4,4,0.00,193.64,0.00
172.65.205.198,4,4,0.00,193.64,0.00
104.20.200.12,4,4,0.00,193.66,0.00
104.25.200.108,4,4,0.00,193.66,0.00
104.22.61.46,4,4,0.00,193.69,0.00
104.27.12.126,4,4,0.00,193.70,0.00
104.22.31.124,4,4,0.00,193.76,0.00
104.27.40.182,4,4,0.00,193.77,0.00
104.24.225.194,4,4,0.00,193.77,0.00
104.22.48.22,4,4,0.00,193.77,0.00
162.159.49.180,4,4,0.00,193.80,0.00
172.67.90.189,4,4,0.00,193.81,0.00
172.66.167.249,4,4,0.00,193.81,0.00
104.20.73.238,4,4,0.00,193.81,0.00
104.25.66.192,4,4,0.00,193.83,0.00
172.65.87.34,4,4,0.00,193.83,0.00
162.159.134.10,4,4,0.00,193.84,0.00
104.25.0.126,4,4,0.00,193.84,0.00
172.65.7.112,4,4,0.00,193.86,0.00
104.19.124.93,4,4,0.00,193.87,0.00
172.64.94.205,4,4,0.00,193.87,0.00
104.18.27.128,4,4,0.00,193.88,0.00
104.18.10.140,4,4,0.00,193.90,0.00
104.25.111.48,4,4,0.00,193.92,0.00
172.65.135.103,4,4,0.00,193.94,0.00
104.25.7.74,4,4,0.00,193.96,0.00
104.20.146.61,4,4,0.00,193.97,0.00
104.22.42.204,4,4,0.00,193.98,0.00
104.24.34.203,4,4,0.00,193.98,0.00
172.65.198.139,4,4,0.00,193.98,0.00
104.25.74.32,4,4,0.00,193.99,0.00
172.64.83.40,4,4,0.00,194.00,0.00
172.66.47.49,4,4,0.00,194.00,0.00
172.65.209.190,4,4,0.00,194.04,0.00
104.20.245.12,4,4,0.00,194.04,0.00
104.25.163.205,4,4,0.00,194.06,0.00
104.25.70.30,4,4,0.00,194.08,0.00
162.159.19.49,4,4,0.00,194.09,0.00
172.67.135.24,4,4,0.00,194.10,0.00
172.65.146.155,4,4,0.00,194.10,0.00
104.19.198.235,4,4,0.00,194.10,0.00
104.25.213.176,4,4,0.00,194.12,0.00
104.27.71.67,4,4,0.00,194.13,0.00
104.20.162.142,4,4,0.00,194.14,0.00
104.20.147.244,4,4,0.00,194.14,0.00
104.20.251.55,4,4,0.00,194.16,0.00
104.25.182.77,4,4,0.00,194.19,0.00
104.24.74.218,4,4,0.00,194.20,0.00
104.20.15.125,4,4,0.00,194.20,0.00
104.19.60.13,4,4,0.00,194.21,0.00
172.65.144.122,4,4,0.00,194.25,0.00
104.19.69.169,4,4,0.00,194.31,0.00
172.65.171.210,4,4,0.00,194.31,0.00
172.65.170.222,4,4,0.00,194.31,0.00
172.64.145.223,4,4,0.00,194.37,0.00
104.20.226.91,4,4,0.00,194.38,0.00
104.24.93.187,4,4,0.00,194.38,0.00
172.64.147.234,4,4,0.00,194.39,0.00
104.25.97.88,4,4,0.00,194.39,0.00
104.19.76.228,4,4,0.00,194.39,0.00
104.18.20.70,4,4,0.00,194.40,0.00
162.159.249.208,4,4,0.00,194.44,0.00
104.25.110.35,4,4,0.00,194.45,0.00
104.25.39.121,4,4,0.00,194.47,0.00
104.23.116.12,4,4,0.00,194.48,0.00
104.25.88.229,4,4,0.00,194.49,0.00
104.27.78.168,4,4,0.00,194.52,0.00
104.20.37.55,4,4,0.00,194.53,0.00
104.27.67.199,4,4,0.00,194.55,0.00
104.23.103.254,4,4,0.00,194.56,0.00
104.25.18.187,4,4,0.00,194.57,0.00
104.20.230.95,4,4,0.00,194.64,0.00
104.27.101.59,4,4,0.00,194.70,0.00
104.27.68.66,4,4,0.00,194.72,0.00
104.27.54.51,4,4,0.00,194.75,0.00
162.159.45.91,4,4,0.00,194.77,0.00
104.24.128.143,4,4,0.00,194.78,0.00
104.22.40.148,4,4,0.00,194.78,0.00
104.25.254.1,4,4,0.00,194.79,0.00
172.66.3.97,4,4,0.00,194.80,0.00
172.64.149.212,4,4,0.00,194.82,0.00
104.19.119.53,4,4,0.00,194.84,0.00
172.67.40.101,4,4,0.00,194.86,0.00
104.25.57.218,4,4,0.00,194.87,0.00
104.24.202.15,4,4,0.00,194.88,0.00
104.25.17.77,4,4,0.00,194.90,0.00
162.159.50.169,4,4,0.00,194.90,0.00
104.20.145.25,4,4,0.00,194.92,0.00
104.25.55.250,4,4,0.00,194.92,0.00
172.66.200.57,4,4,0.00,194.93,0.00
104.20.210.167,4,4,0.00,194.94,0.00
172.65.192.172,4,4,0.00,194.97,0.00
104.19.1.69,4,4,0.00,194.98,0.00
104.24.214.4,4,4,0.00,194.98,0.00
104.22.58.149,4,4,0.00,195.02,0.00
172.67.41.149,4,4,0.00,195.04,0.00
104.20.160.114,4,4,0.00,195.05,0.00
104.20.202.126,4,4,0.00,195.08,0.00
104.19.63.116,4,4,0.00,195.08,0.00
172.65.220.219,4,4,0.00,195.10,0.00
104.18.18.117,4,4,0.00,195.10,0.00
172.64.98.17,4,4,0.00,195.11,0.00
162.159.6.74,4,4,0.00,195.11,0.00
104.27.44.147,4,4,0.00,195.12,0.00
104.22.72.115,4,4,0.00,195.14,0.00
172.66.198.186,4,4,0.00,195.15,0.00
104.20.223.171,4,4,0.00,195.15,0.00
104.24.171.232,4,4,0.00,195.18,0.00
104.27.88.14,4,4,0.00,195.24,0.00
104.24.178.160,4,4,0.00,195.24,0.00
104.19.102.127,4,4,0.00,195.25,0.00
162.159.1.177,4,4,0.00,195.28,0.00
172.66.165.135,4,4,0.00,195.28,0.00
104.19.23.56,4,4,0.00,195.29,0.00
104.19.65.27,4,4,0.00,195.29,0.00
104.19.71.75,4,4,0.00,195.31,0.00
104.25.100.134,4,4,0.00,195.33,0.00
104.25.40.227,4,4,0.00,195.34,0.00
104.20.204.135,4,4,0.00,195.36,0.00
162.159.213.125,4,4,0.00,195.39,0.00
104.25.153.92,4,4,0.00,195.40,0.00
104.27.114.147,4,4,0.00,195.41,0.00
104.24.146.169,4,4,0.00,195.43,0.00
172.66.171.26,4,4,0.00,195.46,0.00
172.65.104.83,4,4,0.00,195.49,0.00
162.159.2.10,4,4,0.00,195.50,0.00
104.22.50.176,4,4,0.00,195.51,0.00
104.25.241.149,4,4,0.00,195.54,0.00
162.159.24.17,4,4,0.00,195.55,0.00
172.64.37.115,4,4,0.00,195.58,0.00
104.24.180.240,4,4,0.00,195.59,0.00
104.20.174.209,4,4,0.00,195.60,0.00
104.24.197.150,4,4,0.00,195.61,0.00
104.20.166.216,4,4,0.00,195.61,0.00
104.25.44.54,4,4,0.00,195.63,0.00
104.25.244.227,4,4,0.00,195.64,0.00
104.25.42.90,4,4,0.00,195.65,0.00
104.27.117.185,4,4,0.00,195.67,0.00
104.25.64.52,4,4,0.00,195.69,0.00
104.20.149.233,4,4,0.00,195.69,0.00
104.24.201.179,4,4,0.00,195.69,0.00
172.64.150.81,4,4,0.00,195.69,0.00
172.64.151.228,4,4,0.00,195.69,0.00
172.65.64.221,4,4,0.00,195.69,0.00
172.66.129.229,4,4,0.00,195.70,0.00
104.27.123.140,4,4,0.00,195.71,0.00
172.66.162.200,4,4,0.00,195.71,0.00
172.67.87.71,4,4,0.00,195.73,0.00
104.25.212.56,4,4,0.00,195.75,0.00
162.159.255.134,4,4,0.00,195.76,0.00
104.22.11.82,4,4,0.00,195.76,0.00
162.159.23.161,4,4,0.00,195.78,0.00
104.20.97.87,4,4,0.00,195.79,0.00
104.24.130.139,4,4,0.00,195.81,0.00
104.20.106.133,4,4,0.00,195.81,0.00
104.27.37.31,4,4,0.00,195.82,0.00
104.25.5.73,4,4,0.00,195.86,0.00
104.20.35.253,4,4,0.00,195.88,0.00
172.64.33.127,4,4,0.00,195.88,0.00
104.24.8.161,4,4,0.00,195.89,0.00
104.19.109.223,4,4,0.00,195.90,0.00
172.64.42.56,4,4,0.00,195.91,0.00
172.65.117.116,4,4,0.00,195.94,0.00
104.25.124.237,4,4,0.00,195.96,0.00
104.20.130.78,4,4,0.00,195.98,0.00
104.22.29.53,4,4,0.00,195.99,0.00
172.65.143.179,4,4,0.00,196.04,0.00
172.66.193.245,4,4,0.00,196.04,0.00
104.24.177.220,4,4,0.00,196.05,0.00
104.25.202.151,4,4,0.00,196.05,0.00
172.65.199.109,4,4,0.00,196.05,0.00
172.65.91.35,4,4,0.00,196.06,0.00
104.20.190.45,4,4,0.00,196.11,0.00
172.67.32.45,4,4,0.00,196.11,0.00
104.25.33.47,4,4,0.00,196.11,0.00
172.64.93.157,4,4,0.00,196.12,0.00
162.159.240.13,4,4,0.00,196.14,0.00
172.65.247.243,4,4,0.00,196.14,0.00
172.67.122.190,4,4,0.00,196.15,0.00
104.20.8.238,4,4,0.00,196.16,0.00
104.27.16.224,4,4,0.00,196.17,0.00
198.41.201.15,4,4,0.00,196.18,0.00
162.159.5.54,4,4,0.00,196.23,0.00
104.19.28.237,4,4,0.00,196.23,0.00
104.24.2.50,4,4,0.00,196.23,0.00
104.25.104.113,4,4,0.00,196.24,0.00
104.24.154.85,4,4,0.00,196.25,0.00
104.25.225.178,4,4,0.00,196.26,0.00
172.65.147.56,4,4,0.00,196.28,0.00
104.20.71.126,4,4,0.00,196.28,0.00
172.66.209.63,4,4,0.00,196.29,0.00
104.27.103.217,4,4,0.00,196.30,0.00
104.25.92.193,4,4,0.00,196.35,0.00
162.159.9.217,4,4,0.00,196.39,0.00
162.159.236.115,4,4,0.00,196.40,0.00
104.20.116.176,4,4,0.00,196.40,0.00
104.27.42.50,4,4,0.00,196.40,0.00
172.66.45.208,4,4,0.00,196.41,0.00
104.19.47.27,4,4,0.00,196.43,0.00
172.65.128.68,4,4,0.00,196.44,0.00
172.65.5.239,4,4,0.00,196.46,0.00
104.25.89.217,4,4,0.00,196.47,0.00
104.25.85.132,4,4,0.00,196.47,0.00
172.65.162.103,4,4,0.00,196.50,0.00
172.65.85.214,4,4,0.00,196.52,0.00
104.24.71.129,4,4,0.00,196.53,0.00
104.24.250.179,4,4,0.00,196.56,0.00
172.65.161.144,4,4,0.00,196.56,0.00
104.24.209.90,4,4,0.00,196.57,0.00
104.27.59.176,4,4,0.00,196.60,0.00
104.20.115.61,4,4,0.00,196.63,0.00
172.65.157.165,4,4,0.00,196.63,0.00
104.19.193.32,4,4,0.00,196.63,0.00
104.22.33.137,4,4,0.00,196.64,0.00
104.20.191.236,4,4,0.00,196.64,0.00
104.22.52.129,4,4,0.00,196.64,0.00
104.25.122.126,4,4,0.00,196.67,0.00
162.159.244.68,4,4,0.00,196.68,0.00
104.25.173.183,4,4,0.00,196.70,0.00
172.64.36.134,4,4,0.00,196.71,0.00
104.24.47.71,4,4,0.00,196.72,0.00
104.25.119.197,4,4,0.00,196.74,0.00
172.66.152.152,4,4,0.00,196.75,0.00
104.22.57.100,4,4,0.00,196.77,0.00
104.22.49.162,4,4,0.00,196.77,0.00
172.65.124.118,4,4,0.00,196.82,0.00
172.65.202.235,4,4,0.00,196.83,0.00
104.20.90.162,4,4,0.00,196.83,0.00
104.25.28.140,4,4,0.00,196.83,0.00
162.159.194.123,4,4,0.00,196.84,0.00
172.65.67.76,4,4,0.00,196.84,0.00
104.22.34.28,4,4,0.00,196.85,0.00
104.24.152.208,4,4,0.00,196.87,0.00
104.24.249.113,4,4,0.00,196.88,0.00
104.19.5.47,4,4,0.00,196.88,0.00
104.27.6.62,4,4,0.00,196.89,0.00
104.20.151.197,4,4,0.00,196.90,0.00
104.24.67.87,4,4,0.00,196.91,0.00
104.19.101.235,4,4,0.00,196.92,0.00
104.19.26.163,4,4,0.00,196.93,0.00
172.67.123.205,4,4,0.00,196.96,0.00
104.22.69.128,4,4,0.00,196.98,0.00
104.24.66.86,4,4,0.00,196.98,0.00
104.20.13.60,4,4,0.00,197.00,0.00
172.65.193.113,4,4,0.00,197.02,0.00
104.24.70.131,4,4,0.00,197.03,0.00
104.27.63.106,4,4,0.00,197.03,0.00
172.66.208.48,4,4,0.00,197.06,0.00
172.65.110.58,4,4,0.00,197.07,0.00
172.67.56.150,4,4,0.00,197.07,0.00
104.19.107.111,4,4,0.00,197.09,0.00
104.24.25.233,4,4,0.00,197.13,0.00
104.24.231.190,4,4,0.00,197.13,0.00
104.23.126.28,4,4,0.00,197.15,0.00
108.162.199.51,4,4,0.00,197.15,0.00
172.66.168.109,4,4,0.00,197.16,0.00
104.22.56.78,4,4,0.00,197.17,0.00
162.159.20.216,4,4,0.00,197.17,0.00
104.25.210.186,4,4,0.00,197.17,0.00
172.67.93.214,4,4,0.00,197.18,0.00
104.19.89.248,4,4,0.00,197.18,0.00
104.18.44.205,4,4,0.00,197.20,0.00
172.66.194.126,4,4,0.00,197.20,0.00
104.20.39.254,4,4,0.00,197.23,0.00
104.25.238.175,4,4,0.00,197.24,0.00
104.27.51.56,4,4,0.00,197.25,0.00
162.159.133.215,4,4,0.00,197.27,0.00
104.24.0.168,4,4,0.00,197.29,0.00
104.25.228.173,4,4,0.00,197.30,0.00
172.67.103.143,4,4,0.00,197.33,0.00
172.66.196.249,4,4,0.00,197.33,0.00
104.25.177.12,4,4,0.00,197.35,0.00
104.19.73.165,4,4,0.00,197.35,0.00
104.22.75.243,4,4,0.00,197.36,0.00
198.41.195.213,4,4,0.00,197.36,0.00
162.159.248.129,4,4,0.00,197.36,0.00
104.25.67.156,4,4,0.00,197.38,0.00
104.24.193.193,4,4,0.00,197.38,0.00
104.25.14.242,4,4,0.00,197.39,0.00
104.24.237.183,4,4,0.00,197.39,0.00
104.20.14.2,4,4,0.00,197.40,0.00
104.19.54.239,4,4,0.00,197.41,0.00
162.159.41.122,4,4,0.00,197.44,0.00
172.64.153.24,4,4,0.00,197.45,0.00
104.19.83.248,4,4,0.00,197.46,0.00
104.20.102.120,4,4,0.00,197.47,0.00
104.25.176.143,4,4,0.00,197.47,0.00
104.20.216.232,4,4,0.00,197.47,0.00
104.25.160.164,4,4,0.00,197.52,0.00
172.65.142.215,4,4,0.00,197.53,0.00
172.67.7.0,4,4,0.00,197.56,0.00
104.19.197.60,4,4,0.00,197.56,0.00
104.27.93.67,4,4,0.00,197.58,0.00
172.66.150.135,4,4,0.00,197.58,0.00
104.20.95.189,4,4,0.00,197.61,0.00
104.22.36.206,4,4,0.00,197.64,0.00
104.27.52.157,4,4,0.00,197.65,0.00
173.245.59.201,4,4,0.00,197.66,0.00
104.20.254.8,4,4,0.00,197.67,0.00
104.24.19.137,4,4,0.00,197.68,0.00
104.25.45.253,4,4,0.00,197.69,0.00
104.25.251.41,4,4,0.00,197.70,0.00
104.20.148.140,4,4,0.00,197.70,0.00
104.22.65.254,4,4,0.00,197.71,0.00
104.20.98.97,4,4,0.00,197.71,0.00
172.67.29.116,4,4,0.00,197.71,0.00
172.64.91.225,4,4,0.00,197.73,0.00
172.67.85.227,4,4,0.00,197.78,0.00
172.65.201.44,4,4,0.00,197.78,0.00
104.25.239.8,4,4,0.00,197.79,0.00
104.23.100.50,4,4,0.00,197.91,0.00
172.64.230.193,4,4,0.00,197.92,0.00
104.25.191.131,4,4,0.00,197.93,0.00
104.27.50.36,4,4,0.00,197.93,0.00
198.41.194.224,4,4,0.00,197.94,0.00
104.25.147.161,4,4,0.00,197.94,0.00
104.27.61.87,4,4,0.00,197.94,0.00
172.67.89.252,4,4,0.00,197.95,0.00
104.20.224.87,4,4,0.00,197.95,0.00
172.65.120.132,4,4,0.00,197.95,0.00
104.27.46.109,4,4,0.00,197.95,0.00
172.67.126.81,4,4,0.00,197.97,0.00
172.65.74.91,4,4,0.00,197.98,0.00
104.18.41.238,4,4,0.00,197.98,0.00
104.24.132.118,4,4,0.00,197.99,0.00
162.159.202.208,4,4,0.00,198.00,0.00
172.65.9.160,4,4,0.00,198.00,0.00
104.27.7.177,4,4,0.00,198.00,0.00
104.23.109.211,4,4,0.00,198.04,0.00
172.65.141.139,4,4,0.00,198.04,0.00
172.65.70.89,4,4,0.00,198.06,0.00
172.65.183.252,4,4,0.00,198.06,0.00
104.24.69.80,4,4,0.00,198.07,0.00
104.25.30.7,4,4,0.00,198.07,0.00
172.66.40.27,4,4,0.00,198.09,0.00
172.64.53.98,4,4,0.00,198.12,0.00
172.67.58.44,4,4,0.00,198.16,0.00
172.65.184.112,4,4,0.00,198.17,0.00
172.66.164.43,4,4,0.00,198.18,0.00
162.159.61.143,4,4,0.00,198.18,0.00
162.159.128.43,4,4,0.00,198.21,0.00
104.27.28.38,4,4,0.00,198.24,0.00
172.66.44.0,4,4,0.00,198.24,0.00
172.67.25.249,4,4,0.00,198.25,0.00
104.27.33.86,4,4,0.00,198.27,0.00
172.67.108.47,4,4,0.00,198.28,0.00
104.21.237.140,4,4,0.00,198.28,0.00
104.25.29.26,4,4,0.00,198.30,0.00
172.65.102.223,4,4,0.00,198.30,0.00
104.19.195.137,4,4,0.00,198.32,0.00
104.25.165.161,4,4,0.00,198.37,0.00
172.65.173.138,4,4,0.00,198.38,0.00
172.67.92.109,4,4,0.00,198.39,0.00
172.65.150.103,4,4,0.00,198.40,0.00
162.159.58.43,4,4,0.00,198.40,0.00
104.20.187.70,4,4,0.00,198.40,0.00
104.19.7.156,4,4,0.00,198.41,0.00
104.27.31.128,4,4,0.00,198.42,0.00
104.27.108.56,4,4,0.00,198.42,0.00
104.22.64.45,4,4,0.00,198.43,0.00
162.159.22.205,4,4,0.00,198.43,0.00
162.159.21.244,4,4,0.00,198.43,0.00
198.41.204.152,4,4,0.00,198.44,0.00
104.25.129.175,4,4,0.00,198.44,0.00
104.24.76.82,4,4,0.00,198.45,0.00
104.24.191.69,4,4,0.00,198.45,0.00
172.66.128.206,4,4,0.00,198.46,0.00
108.162.194.95,4,4,0.00,198.49,0.00
104.27.90.237,4,4,0.00,198.50,0.00
104.27.60.0,4,4,0.00,198.54,0.00
162.159.38.206,4,4,0.00,198.54,0.00
104.20.163.123,4,4,0.00,198.56,0.00
172.65.254.186,4,4,0.00,198.56,0.00
104.24.140.107,4,4,0.00,198.57,0.00
104.22.15.220,4,4,0.00,198.57,0.00
104.19.12.45,4,4,0.00,198.58,0.00
104.27.98.200,4,4,0.00,198.59,0.00
104.20.235.33,4,4,0.00,198.61,0.00
104.27.13.87,4,4,0.00,198.61,0.00
104.24.73.104,4,4,0.00,198.62,0.00
104.20.250.180,4,4,0.00,198.62,0.00
104.27.80.238,4,4,0.00,198.64,0.00
162.159.25.224,4,4,0.00,198.67,0.00
104.24.229.195,4,4,0.00,198.69,0.00
104.25.127.158,4,4,0.00,198.73,0.00
172.65.96.168,4,4,0.00,198.74,0.00
172.65.222.41,4,4,0.00,198.75,0.00
141.101.90.59,4,4,0.00,198.76,0.00
104.20.44.83,4,4,0.00,198.76,0.00
104.25.123.167,4,4,0.00,198.76,0.00
104.20.186.69,4,4,0.00,198.77,0.00
104.25.4.250,4,4,0.00,198.77,0.00
172.67.39.151,4,4,0.00,198.78,0.00
104.27.11.197,4,4,0.00,198.78,0.00
172.65.116.196,4,4,0.00,198.79,0.00
172.66.149.123,4,4,0.00,198.83,0.00
172.64.156.17,4,4,0.00,198.84,0.00
104.19.108.180,4,4,0.00,198.85,0.00
104.25.183.191,4,4,0.00,198.86,0.00
104.18.19.93,4,4,0.00,198.87,0.00
104.20.59.103,4,4,0.00,198.87,0.00
104.24.65.83,4,4,0.00,198.88,0.00
104.27.86.168,4,4,0.00,198.91,0.00
172.67.88.35,4,4,0.00,198.92,0.00
172.67.16.29,4,4,0.00,198.93,0.00
104.20.11.149,4,4,0.00,198.94,0.00
104.20.91.77,4,4,0.00,198.94,0.00
104.25.8.10,4,4,0.00,198.95,0.00
104.24.77.38,4,4,0.00,198.96,0.00
162.159.33.219,4,4,0.00,198.99,0.00
162.159.36.63,4,4,0.00,198.99,0.00
104.24.37.16,4,4,0.00,199.00,0.00
104.24.183.110,4,4,0.00,199.00,0.00
104.18.42.78,4,4,0.00,199.01,0.00
104.23.106.180,4,4,0.00,199.02,0.00
104.25.223.30,4,4,0.00,199.03,0.00
172.66.139.85,4,4,0.00,199.03,0.00
104.27.92.41,4,4,0.00,199.03,0.00
104.27.94.204,4,4,0.00,199.03,0.00
104.25.137.94,4,4,0.00,199.04,0.00
172.64.32.248,4,4,0.00,199.06,0.00
104.23.117.225,4,4,0.00,199.06,0.00
198.41.216.212,4,4,0.00,199.07,0.00
172.65.134.172,4,4,0.00,199.08,0.00
104.22.24.99,4,4,0.00,199.08,0.00
172.65.251.29,4,4,0.00,199.12,0.00
172.67.102.161,4,4,0.00,199.15,0.00
172.66.174.217,4,4,0.00,199.15,0.00
172.65.190.78,4,4,0.00,199.15,0.00
172.64.97.156,4,4,0.00,199.19,0.00
172.65.103.131,4,4,0.00,199.19,0.00
172.67.125.105,4,4,0.00,199.20,0.00
172.66.169.105,4,4,0.00,199.21,0.00
104.20.79.169,4,4,0.00,199.21,0.00
172.66.151.31,4,4,0.00,199.23,0.00
172.65.159.17,4,4,0.00,199.24,0.00
104.24.179.207,4,4,0.00,199.25,0.00
172.67.26.239,4,4,0.00,199.28,0.00
172.65.203.23,4,4,0.00,199.29,0.00
104.22.9.71,4,4,0.00,199.32,0.00
104.20.112.141,4,4,0.00,199.32,0.00
172.65.89.171,4,4,0.00,199.33,0.00
104.25.49.199,4,4,0.00,199.34,0.00
104.27.75.51,4,4,0.00,199.34,0.00
172.67.110.116,4,4,0.00,199.35,0.00
104.24.211.46,4,4,0.00,199.36,0.00
104.24.135.27,4,4,0.00,199.36,0.00
172.65.200.63,4,4,0.00,199.37,0.00
104.24.138.68,4,4,0.00,199.38,0.00
104.20.172.172,4,4,0.00,199.38,0.00
172.66.197.211,4,4,0.00,199.39,0.00
172.65.191.129,4,4,0.00,199.41,0.00
104.22.20.88,4,4,0.00,199.53,0.00
104.18.46.34,4,4,0.00,199.55,0.00
172.67.38.150,4,4,0.00,199.57,0.00
104.20.189.217,4,4,0.00,199.57,0.00
104.19.98.245,4,4,0.00,199.58,0.00
104.19.41.125,4,4,0.00,199.59,0.00
104.20.110.90,4,4,0.00,199.62,0.00
172.67.107.57,4,4,0.00,199.63,0.00
172.65.0.150,4,4,0.00,199.64,0.00
104.20.76.59,4,4,0.00,199.64,0.00
104.25.203.125,4,4,0.00,199.65,0.00
104.24.247.15,4,4,0.00,199.68,0.00
172.65.98.91,4,4,0.00,199.68,0.00
104.19.72.152,4,4,0.00,199.72,0.00
172.67.4.70,4,4,0.00,199.72,0.00
104.19.95.3,4,4,0.00,199.75,0.00
104.25.162.104,4,4,0.00,199.77,0.00
172.67.37.13,4,4,0.00,199.78,0.00
162.159.193.92,4,4,0.00,199.79,0.00
104.24.134.254,4,4,0.00,199.79,0.00
172.67.95.241,4,4,0.00,199.80,0.00
162.159.16.47,4,4,0.00,199.83,0.00
172.65.197.181,4,4,0.00,199.83,0.00
172.65.1.200,4,4,0.00,199.85,0.00
172.66.206.229,4,4,0.00,199.85,0.00
104.20.64.12,4,4,0.00,199.87,0.00
104.24.87.240,4,4,0.00,199.88,0.00
104.24.15.131,4,4,0.00,199.88,0.00
104.24.5.245,4,4,0.00,199.89,0.00
104.24.142.76,4,4,0.00,199.90,0.00
104.22.71.191,4,4,0.00,199.90,0.00
162.159.62.53,4,4,0.00,199.91,0.00
172.67.118.149,4,4,0.00,199.91,0.00
104.24.195.85,4,4,0.00,199.92,0.00
104.22.27.14,4,4,0.00,199.93,0.00
104.22.21.169,4,4,0.00,199.93,0.00
104.20.228.87,4,4,0.00,199.94,0.00
104.27.4.195,4,4,0.00,199.95,0.00
104.20.66.105,4,4,0.00,199.95,0.00
104.24.55.240,4,4,0.00,199.95,0.00
162.159.4.60,4,4,0.00,199.96,0.00
162.159.8.184,4,4,0.00,199.96,0.00
172.65.166.19,4,4,0.00,199.99,0.00
