IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.20.84.248,4,4,0.00,193.40,0.00
104.22.33.58,4,4,0.00,193.41,0.00
104.17.156.233,4,4,0.00,193.42,0.00
104.17.68.72,4,4,0.00,193.43,0.00
162.159.140.215,4,4,0.00,193.44,0.00
104.19.108.199,4,4,0.00,193.45,0.00
104.20.198.64,4,4,0.00,193.45,0.00
172.64.145.208,4,4,0.00,193.46,0.00
104.16.224.20,4,4,0.00,193.47,0.00
172.65.134.49,4,4,0.00,193.47,0.00
104.16.152.128,4,4,0.00,193.50,0.00
104.27.115.37,4,4,0.00,193.51,0.00
104.20.125.114,4,4,0.00,193.54,0.00
104.22.7.167,4,4,0.00,193.54,0.00
104.25.114.10,4,4,0.00,193.55,0.00
104.24.155.129,4,4,0.00,193.55,0.00
104.17.138.103,4,4,0.00,193.56,0.00
104.16.199.9,4,4,0.00,193.56,0.00
104.18.123.227,4,4,0.00,193.58,0.00
104.24.214.81,4,4,0.00,193.58,0.00
172.65.212.102,4,4,0.00,193.58,0.00
104.17.80.28,4,4,0.00,193.60,0.00
172.65.208.222,4,4,0.00,193.60,0.00
104.27.43.101,4,4,0.00,193.62,0.00
104.22.67.139,4,4,0.00,193.63,0.00
104.19.123.108,4,4,0.00,193.64,0.00
104.22.78.192,4,4,0.00,193.66,0.00
172.65.159.191,4,4,0.00,193.66,0.00
104.18.86.3,4,4,0.00,193.67,0.00
104.24.31.138,4,4,0.00,193.67,0.00
104.25.40.219,4,4,0.00,193.67,0.00
162.159.58.19,4,4,0.00,193.69,0.00
104.20.65.47,4,4,0.00,193.69,0.00
172.67.0.112,4,4,0.00,193.71,0.00
104.17.18.136,4,4,0.00,193.73,0.00
104.20.72.43,4,4,0.00,193.75,0.00
172.65.123.46,4,4,0.00,193.76,0.00
172.66.196.129,4,4,0.00,193.77,0.00
104.19.37.197,4,4,0.00,193.77,0.00
104.16.205.112,4,4,0.00,193.78,0.00
104.22.31.198,4,4,0.00,193.80,0.00
104.25.215.43,4,4,0.00,193.82,0.00
104.19.79.197,4,4,0.00,193.86,0.00
172.66.138.69,4,4,0.00,193.86,0.00
172.67.42.73,4,4,0.00,193.86,0.00
104.27.78.172,4,4,0.00,193.87,0.00
104.17.1.38,4,4,0.00,193.90,0.00
104.18.100.2,4,4,0.00,193.92,0.00
172.64.84.139,4,4,0.00,193.92,0.00
104.20.118.212,4,4,0.00,193.93,0.00
104.16.186.253,4,4,0.00,193.94,0.00
104.17.242.177,4,4,0.00,193.96,0.00
104.27.25.29,4,4,0.00,193.97,0.00
104.25.93.53,4,4,0.00,193.97,0.00
104.17.123.185,4,4,0.00,193.98,0.00
104.19.228.161,4,4,0.00,193.99,0.00
104.17.44.251,4,4,0.00,193.99,0.00
172.66.213.226,4,4,0.00,194.02,0.00
104.19.81.143,4,4,0.00,194.03,0.00
172.65.202.242,4,4,0.00,194.06,0.00
190.93.245.122,4,4,0.00,194.06,0.00
104.27.85.185,4,4,0.00,194.06,0.00
104.19.111.121,4,4,0.00,194.07,0.00
104.17.144.175,4,4,0.00,194.08,0.00
104.20.254.143,4,4,0.00,194.10,0.00
104.25.201.206,4,4,0.00,194.11,0.00
104.17.160.139,4,4,0.00,194.12,0.00
104.16.158.101,4,4,0.00,194.13,0.00
104.20.208.102,4,4,0.00,194.13,0.00
104.22.60.79,4,4,0.00,194.14,0.00
104.24.229.28,4,4,0.00,194.16,0.00
104.24.233.73,4,4,0.00,194.16,0.00
104.24.195.250,4,4,0.00,194.18,0.00
104.22.37.78,4,4,0.00,194.20,0.00
104.20.14.147,4,4,0.00,194.20,0.00
172.65.248.11,4,4,0.00,194.20,0.00
172.65.115.15,4,4,0.00,194.22,0.00
172.67.223.89,4,4,0.00,194.25,0.00
104.16.148.53,4,4,0.00,194.27,0.00
172.65.4.196,4,4,0.00,194.28,0.00
104.19.36.154,4,4,0.00,194.32,0.00
104.19.53.98,4,4,0.00,194.33,0.00
104.19.58.157,4,4,0.00,194.35,0.00
103.21.244.3,4,4,0.00,194.36,0.00
104.19.165.84,4,4,0.00,194.38,0.00
172.66.162.38,4,4,0.00,194.39,0.00
141.101.121.58,4,4,0.00,194.39,0.00
172.65.179.17,4,4,0.00,194.40,0.00
162.159.51.208,4,4,0.00,194.44,0.00
104.16.211.222,4,4,0.00,194.48,0.00
172.65.118.238,4,4,0.00,194.48,0.00
104.20.201.132,4,4,0.00,194.48,0.00
104.16.140.179,4,4,0.00,194.49,0.00
104.22.53.72,4,4,0.00,194.49,0.00
172.67.48.18,4,4,0.00,194.50,0.00
104.16.177.123,4,4,0.00,194.53,0.00
104.19.205.5,4,4,0.00,194.54,0.00
104.17.114.48,4,4,0.00,194.61,0.00
104.19.66.254,4,4,0.00,194.62,0.00
104.21.93.80,4,4,0.00,194.62,0.00
104.18.101.151,4,4,0.00,194.65,0.00
104.19.125.253,4,4,0.00,194.69,0.00
172.67.57.123,4,4,0.00,194.71,0.00
104.24.251.174,4,4,0.00,194.72,0.00
172.67.104.222,4,4,0.00,194.72,0.00
104.16.195.229,4,4,0.00,194.74,0.00
104.25.172.188,4,4,0.00,194.75,0.00
104.16.251.198,4,4,0.00,194.75,0.00
172.67.31.231,4,4,0.00,194.75,0.00
104.20.228.171,4,4,0.00,194.76,0.00
104.20.109.244,4,4,0.00,194.77,0.00
104.27.89.237,4,4,0.00,194.78,0.00
104.25.239.113,4,4,0.00,194.79,0.00
172.66.172.170,4,4,0.00,194.79,0.00
104.24.150.17,4,4,0.00,194.80,0.00
104.24.211.184,4,4,0.00,194.81,0.00
104.19.116.163,4,4,0.00,194.82,0.00
104.24.170.132,4,4,0.00,194.84,0.00
104.24.191.102,4,4,0.00,194.86,0.00
172.65.188.250,4,4,0.00,194.87,0.00
162.159.22.169,4,4,0.00,194.87,0.00
172.67.60.131,4,4,0.00,194.91,0.00
104.20.96.118,4,4,0.00,194.92,0.00
104.16.113.250,4,4,0.00,194.92,0.00
104.17.27.61,4,4,0.00,194.92,0.00
104.22.1.142,4,4,0.00,194.93,0.00
104.20.98.216,4,4,0.00,194.93,0.00
104.19.8.133,4,4,0.00,194.94,0.00
104.25.28.242,4,4,0.00,194.95,0.00
104.22.43.62,4,4,0.00,194.98,0.00
104.19.148.13,4,4,0.00,194.99,0.00
104.20.188.26,4,4,0.00,194.99,0.00
104.19.172.241,4,4,0.00,195.00,0.00
104.19.82.25,4,4,0.00,195.01,0.00
104.24.82.244,4,4,0.00,195.03,0.00
104.25.84.156,4,4,0.00,195.06,0.00
104.19.42.135,4,4,0.00,195.06,0.00
104.22.5.206,4,4,0.00,195.07,0.00
104.24.250.247,4,4,0.00,195.07,0.00
104.22.73.62,4,4,0.00,195.07,0.00
104.16.208.221,4,4,0.00,195.08,0.00
104.25.245.245,4,4,0.00,195.08,0.00
104.18.149.234,4,4,0.00,195.08,0.00
104.17.148.207,4,4,0.00,195.09,0.00
104.17.141.180,4,4,0.00,195.09,0.00
104.16.115.155,4,4,0.00,195.10,0.00
104.17.51.142,4,4,0.00,195.10,0.00
104.17.153.185,4,4,0.00,195.12,0.00
104.24.221.137,4,4,0.00,195.12,0.00
104.18.191.9,4,4,0.00,195.13,0.00
104.18.214.182,4,4,0.00,195.15,0.00
104.24.78.79,4,4,0.00,195.16,0.00
172.67.99.10,4,4,0.00,195.17,0.00
104.20.80.103,4,4,0.00,195.19,0.00
104.18.11.144,4,4,0.00,195.21,0.00
104.21.235.88,4,4,0.00,195.23,0.00
104.25.247.238,4,4,0.00,195.25,0.00
104.22.66.136,4,4,0.00,195.28,0.00
104.17.170.21,4,4,0.00,195.29,0.00
104.24.154.217,4,4,0.00,195.29,0.00
104.25.98.147,4,4,0.00,195.30,0.00
104.20.79.155,4,4,0.00,195.36,0.00
104.25.99.12,4,4,0.00,195.36,0.00
104.17.155.2,4,4,0.00,195.37,0.00
108.162.192.253,4,4,0.00,195.37,0.00
104.24.189.93,4,4,0.00,195.39,0.00
162.159.9.96,4,4,0.00,195.40,0.00
172.65.203.166,4,4,0.00,195.40,0.00
104.20.76.29,4,4,0.00,195.40,0.00
104.27.3.232,4,4,0.00,195.41,0.00
104.16.207.184,4,4,0.00,195.42,0.00
104.25.217.196,4,4,0.00,195.42,0.00
172.67.50.225,4,4,0.00,195.42,0.00
172.64.46.0,4,4,0.00,195.43,0.00
172.65.250.34,4,4,0.00,195.43,0.00
172.64.68.5,4,4,0.00,195.43,0.00
104.17.46.85,4,4,0.00,195.43,0.00
104.24.236.252,4,4,0.00,195.44,0.00
104.18.234.99,4,4,0.00,195.45,0.00
172.66.197.220,4,4,0.00,195.46,0.00
104.20.99.97,4,4,0.00,195.48,0.00
172.66.143.68,4,4,0.00,195.48,0.00
162.159.48.26,4,4,0.00,195.48,0.00
172.66.140.47,4,4,0.00,195.50,0.00
104.17.191.98,4,4,0.00,195.50,0.00
104.27.120.194,4,4,0.00,195.51,0.00
172.67.30.73,4,4,0.00,195.52,0.00
104.24.24.48,4,4,0.00,195.52,0.00
104.24.9.165,4,4,0.00,195.53,0.00
172.65.241.118,4,4,0.00,195.56,0.00
172.67.2.69,4,4,0.00,195.57,0.00
172.66.128.236,4,4,0.00,195.58,0.00
172.65.155.133,4,4,0.00,195.58,0.00
104.19.52.3,4,4,0.00,195.59,0.00
104.17.85.182,4,4,0.00,195.59,0.00
104.16.198.116,4,4,0.00,195.60,0.00
104.16.159.20,4,4,0.00,195.60,0.00
162.159.45.53,4,4,0.00,195.61,0.00
104.20.168.132,4,4,0.00,195.62,0.00
104.16.59.83,4,4,0.00,195.64,0.00
188.114.96.164,4,4,0.00,195.64,0.00
104.25.163.150,4,4,0.00,195.64,0.00
104.17.54.218,4,4,0.00,195.66,0.00
104.24.175.55,4,4,0.00,195.67,0.00
104.24.47.186,4,4,0.00,195.67,0.00
104.25.218.214,4,4,0.00,195.67,0.00
104.20.66.35,4,4,0.00,195.67,0.00
104.25.238.33,4,4,0.00,195.68,0.00
172.66.145.173,4,4,0.00,195.68,0.00
162.159.250.8,4,4,0.00,195.69,0.00
104.16.131.236,4,4,0.00,195.70,0.00
172.65.92.96,4,4,0.00,195.71,0.00
162.159.142.171,4,4,0.00,195.71,0.00
104.20.82.205,4,4,0.00,195.71,0.00
104.25.249.37,4,4,0.00,195.73,0.00
104.24.201.40,4,4,0.00,195.73,0.00
162.159.241.152,4,4,0.00,195.75,0.00
104.17.69.234,4,4,0.00,195.75,0.00
104.20.59.160,4,4,0.00,195.76,0.00
104.24.32.225,4,4,0.00,195.76,0.00
104.25.149.216,4,4,0.00,195.78,0.00
104.25.68.230,4,4,0.00,195.78,0.00
104.19.99.95,4,4,0.00,195.78,0.00
104.22.54.207,4,4,0.00,195.78,0.00
104.17.53.58,4,4,0.00,195.79,0.00
104.22.30.253,4,4,0.00,195.80,0.00
104.16.75.82,4,4,0.00,195.80,0.00
104.21.126.85,4,4,0.00,195.80,0.00
104.24.173.229,4,4,0.00,195.80,0.00
104.27.1.153,4,4,0.00,195.81,0.00
104.22.3.91,4,4,0.00,195.81,0.00
104.24.227.73,4,4,0.00,195.82,0.00
104.18.146.193,4,4,0.00,195.82,0.00
172.66.134.242,4,4,0.00,195.84,0.00
104.25.61.52,4,4,0.00,195.85,0.00
104.17.134.89,4,4,0.00,195.85,0.00
104.20.112.2,4,4,0.00,195.86,0.00
104.18.129.63,4,4,0.00,195.88,0.00
104.19.109.31,4,4,0.00,195.88,0.00
172.67.4.21,4,4,0.00,195.90,0.00
104.24.151.37,4,4,0.00,195.93,0.00
104.19.152.193,4,4,0.00,195.94,0.00
172.66.132.7,4,4,0.00,195.96,0.00
104.27.47.22,4,4,0.00,195.97,0.00
104.22.75.39,4,4,0.00,195.98,0.00
104.19.170.254,4,4,0.00,195.99,0.00
104.24.92.139,4,4,0.00,196.00,0.00
104.16.221.237,4,4,0.00,196.00,0.00
104.25.121.54,4,4,0.00,196.00,0.00
172.64.33.171,4,4,0.00,196.01,0.00
172.64.34.149,4,4,0.00,196.01,0.00
104.16.253.181,4,4,0.00,196.02,0.00
172.67.46.150,4,4,0.00,196.03,0.00
104.24.73.210,4,4,0.00,196.04,0.00
104.18.31.229,4,4,0.00,196.05,0.00
104.25.141.13,4,4,0.00,196.05,0.00
104.20.179.61,4,4,0.00,196.05,0.00
104.20.33.172,4,4,0.00,196.05,0.00
104.25.21.237,4,4,0.00,196.05,0.00
104.16.123.245,4,4,0.00,196.06,0.00
104.27.0.44,4,4,0.00,196.07,0.00
104.17.78.36,4,4,0.00,196.11,0.00
104.25.126.207,4,4,0.00,196.12,0.00
104.17.198.84,4,4,0.00,196.14,0.00
141.101.90.169,4,4,0.00,196.14,0.00
104.25.5.49,4,4,0.00,196.14,0.00
172.65.178.160,4,4,0.00,196.19,0.00
104.20.218.208,4,4,0.00,196.19,0.00
104.22.26.52,4,4,0.00,196.20,0.00
172.65.240.102,4,4,0.00,196.21,0.00
104.19.1.160,4,4,0.00,196.21,0.00
162.159.194.144,4,4,0.00,196.22,0.00
104.16.134.64,4,4,0.00,196.22,0.00
104.20.167.103,4,4,0.00,196.23,0.00
172.65.2.195,4,4,0.00,196.24,0.00
104.25.62.71,4,4,0.00,196.25,0.00
104.19.193.142,4,4,0.00,196.26,0.00
104.20.122.173,4,4,0.00,196.26,0.00
104.19.25.89,4,4,0.00,196.26,0.00
172.65.98.68,4,4,0.00,196.28,0.00
104.24.3.218,4,4,0.00,196.29,0.00
104.22.48.19,4,4,0.00,196.32,0.00
104.23.98.127,4,4,0.00,196.33,0.00
104.27.121.240,4,4,0.00,196.34,0.00
104.16.151.44,4,4,0.00,196.35,0.00
104.19.200.165,4,4,0.00,196.38,0.00
104.17.194.0,4,4,0.00,196.40,0.00
104.24.18.221,4,4,0.00,196.40,0.00
104.16.111.118,4,4,0.00,196.41,0.00
162.159.136.146,4,4,0.00,196.42,0.00
172.65.243.119,4,4,0.00,196.42,0.00
104.18.104.202,4,4,0.00,196.43,0.00
104.25.208.197,4,4,0.00,196.44,0.00
172.64.69.78,4,4,0.00,196.46,0.00
104.20.56.1,4,4,0.00,196.46,0.00
172.66.142.249,4,4,0.00,196.48,0.00
104.24.255.86,4,4,0.00,196.49,0.00
104.25.129.127,4,4,0.00,196.50,0.00
104.20.131.150,4,4,0.00,196.51,0.00
104.19.127.235,4,4,0.00,196.51,0.00
104.19.126.48,4,4,0.00,196.51,0.00
172.65.12.11,4,4,0.00,196.51,0.00
104.23.139.126,4,4,0.00,196.52,0.00
104.16.141.244,4,4,0.00,196.53,0.00
104.17.192.13,4,4,0.00,196.53,0.00
162.159.39.151,4,4,0.00,196.53,0.00
104.16.85.138,4,4,0.00,196.54,0.00
104.17.7.112,4,4,0.00,196.55,0.00
104.27.108.96,4,4,0.00,196.58,0.00
104.18.105.67,4,4,0.00,196.58,0.00
104.16.74.116,4,4,0.00,196.59,0.00
104.27.20.125,4,4,0.00,196.65,0.00
162.159.199.185,4,4,0.00,196.65,0.00
104.25.142.16,4,4,0.00,196.67,0.00
104.25.138.61,4,4,0.00,196.68,0.00
104.17.240.15,4,4,0.00,196.68,0.00
104.20.251.14,4,4,0.00,196.68,0.00
104.19.39.212,4,4,0.00,196.70,0.00
104.17.157.46,4,4,0.00,196.70,0.00
172.65.220.184,4,4,0.00,196.73,0.00
198.41.223.215,4,4,0.00,196.73,0.00
104.22.49.142,4,4,0.00,196.75,0.00
172.65.163.192,4,4,0.00,196.76,0.00
104.24.23.96,4,4,0.00,196.77,0.00
104.25.155.185,4,4,0.00,196.77,0.00
172.65.189.32,4,4,0.00,196.78,0.00
172.65.135.253,4,4,0.00,196.78,0.00
104.19.174.14,4,4,0.00,196.80,0.00
104.18.208.221,4,4,0.00,196.81,0.00
104.22.72.220,4,4,0.00,196.81,0.00
104.24.0.22,4,4,0.00,196.82,0.00
172.67.112.10,4,4,0.00,196.82,0.00
172.66.194.84,4,4,0.00,196.83,0.00
172.67.127.40,4,4,0.00,196.83,0.00
172.65.247.170,4,4,0.00,196.83,0.00
104.16.96.249,4,4,0.00,196.86,0.00
104.17.130.47,4,4,0.00,196.86,0.00
104.16.185.35,4,4,0.00,196.88,0.00
104.19.118.86,4,4,0.00,196.89,0.00
104.20.138.134,4,4,0.00,196.89,0.00
104.22.14.30,4,4,0.00,196.91,0.00
104.17.65.227,4,4,0.00,196.91,0.00
104.24.153.28,4,4,0.00,196.91,0.00
104.17.89.3,4,4,0.00,196.93,0.00
104.20.36.175,4,4,0.00,196.94,0.00
104.25.15.7,4,4,0.00,196.94,0.00
104.27.19.211,4,4,0.00,196.94,0.00
104.24.38.252,4,4,0.00,196.94,0.00
104.22.69.82,4,4,0.00,196.94,0.00
104.16.250.253,4,4,0.00,196.97,0.00
172.65.5.66,4,4,0.00,196.98,0.00
104.19.16.172,4,4,0.00,196.99,0.00
104.16.150.141,4,4,0.00,197.00,0.00
104.20.152.176,4,4,0.00,197.01,0.00
198.41.193.36,4,4,0.00,197.01,0.00
104.20.157.157,4,4,0.00,197.02,0.00
172.67.3.102,4,4,0.00,197.02,0.00
104.17.182.155,4,4,0.00,197.03,0.00
104.21.68.166,4,4,0.00,197.05,0.00
104.20.217.230,4,4,0.00,197.05,0.00
172.66.209.125,4,4,0.00,197.07,0.00
104.18.247.192,4,4,0.00,197.07,0.00
172.67.109.204,4,4,0.00,197.07,0.00
104.20.212.57,4,4,0.00,197.07,0.00
172.65.86.39,4,4,0.00,197.08,0.00
104.25.4.250,4,4,0.00,197.09,0.00
104.19.247.151,4,4,0.00,197.11,0.00
104.17.211.199,4,4,0.00,197.12,0.00
104.19.161.135,4,4,0.00,197.12,0.00
104.17.131.46,4,4,0.00,197.13,0.00
104.22.41.43,4,4,0.00,197.14,0.00
104.16.100.11,4,4,0.00,197.15,0.00
104.19.44.77,4,4,0.00,197.15,0.00
104.19.192.15,4,4,0.00,197.16,0.00
104.16.25.137,4,4,0.00,197.17,0.00
104.18.119.224,4,4,0.00,197.17,0.00
104.19.100.94,4,4,0.00,197.18,0.00
104.24.147.195,4,4,0.00,197.19,0.00
172.66.193.253,4,4,0.00,197.20,0.00
104.25.233.102,4,4,0.00,197.21,0.00
104.18.115.120,4,4,0.00,197.22,0.00
172.66.206.180,4,4,0.00,197.24,0.00
104.25.10.37,4,4,0.00,197.25,0.00
104.22.70.208,4,4,0.00,197.26,0.00
172.65.137.37,4,4,0.00,197.27,0.00
104.19.139.60,4,4,0.00,197.27,0.00
104.25.153.237,4,4,0.00,197.28,0.00
172.66.175.57,4,4,0.00,197.33,0.00
172.64.47.81,4,4,0.00,197.37,0.00
172.65.113.121,4,4,0.00,197.38,0.00
104.25.240.140,4,4,0.00,197.39,0.00
104.20.51.80,4,4,0.00,197.42,0.00
104.24.208.121,4,4,0.00,197.44,0.00
104.18.96.170,4,4,0.00,197.44,0.00
104.27.124.22,4,4,0.00,197.45,0.00
172.65.122.8,4,4,0.00,197.45,0.00
172.66.204.195,4,4,0.00,197.45,0.00
104.21.228.171,4,4,0.00,197.45,0.00
104.19.62.12,4,4,0.00,197.45,0.00
104.19.67.189,4,4,0.00,197.46,0.00
172.65.196.243,4,4,0.00,197.47,0.00
172.64.79.14,4,4,0.00,197.47,0.00
104.22.34.169,4,4,0.00,197.49,0.00
104.24.54.108,4,4,0.00,197.49,0.00
104.22.58.116,4,4,0.00,197.49,0.00
162.159.11.219,4,4,0.00,197.50,0.00
172.66.207.83,4,4,0.00,197.50,0.00
172.65.108.39,4,4,0.00,197.53,0.00
104.16.107.199,4,4,0.00,197.53,0.00
104.24.230.62,4,4,0.00,197.54,0.00
104.17.74.15,4,4,0.00,197.54,0.00
104.23.110.65,4,4,0.00,197.54,0.00
104.24.209.89,4,4,0.00,197.55,0.00
104.17.3.120,4,4,0.00,197.55,0.00
172.65.106.21,4,4,0.00,197.57,0.00
104.17.52.33,4,4,0.00,197.57,0.00
104.18.110.170,4,4,0.00,197.57,0.00
104.17.38.185,4,4,0.00,197.60,0.00
104.19.85.128,4,4,0.00,197.60,0.00
104.27.110.189,4,4,0.00,197.61,0.00
172.67.29.37,4,4,0.00,197.63,0.00
104.19.75.185,4,4,0.00,197.64,0.00
198.41.216.52,4,4,0.00,197.64,0.00
104.27.104.184,4,4,0.00,197.64,0.00
104.17.36.212,4,4,0.00,197.65,0.00
172.65.153.122,4,4,0.00,197.66,0.00
104.20.103.61,4,4,0.00,197.66,0.00
104.16.90.83,4,4,0.00,197.68,0.00
104.18.182.186,4,4,0.00,197.68,0.00
104.25.183.115,4,4,0.00,197.70,0.00
104.16.73.227,4,4,0.00,197.71,0.00
104.24.59.65,4,4,0.00,197.71,0.00
104.25.26.57,4,4,0.00,197.73,0.00
198.41.221.62,4,4,0.00,197.77,0.00
104.16.91.103,4,4,0.00,197.79,0.00
104.20.151.177,4,4,0.00,197.80,0.00
104.27.67.251,4,4,0.00,197.81,0.00
104.18.3.72,4,4,0.00,197.82,0.00
172.65.152.12,4,4,0.00,197.82,0.00
104.16.102.42,4,4,0.00,197.83,0.00
108.162.193.123,4,4,0.00,197.86,0.00
172.66.211.233,4,4,0.00,197.90,0.00
104.16.193.241,4,4,0.00,197.90,0.00
104.24.11.109,4,4,0.00,197.92,0.00
104.20.150.18,4,4,0.00,197.93,0.00
172.66.1.176,4,4,0.00,197.97,0.00
104.17.254.80,4,4,0.00,197.97,0.00
104.20.253.186,4,4,0.00,197.99,0.00
198.41.208.244,4,4,0.00,197.99,0.00
104.18.21.183,4,4,0.00,198.00,0.00
104.17.166.63,4,4,0.00,198.01,0.00
172.65.130.238,4,4,0.00,198.01,0.00
104.17.58.71,4,4,0.00,198.03,0.00
104.20.136.16,4,4,0.00,198.03,0.00
104.18.151.221,4,4,0.00,198.03,0.00
104.17.188.12,4,4,0.00,198.04,0.00
162.159.16.15,4,4,0.00,198.07,0.00
172.65.102.218,4,4,0.00,198.07,0.00
172.65.197.42,4,4,0.00,198.09,0.00
104.16.157.32,4,4,0.00,198.09,0.00
104.27.17.145,4,4,0.00,198.09,0.00
104.25.113.114,4,4,0.00,198.10,0.00
104.17.95.57,4,4,0.00,198.11,0.00
104.17.233.170,4,4,0.00,198.11,0.00
104.19.50.45,4,4,0.00,198.12,0.00
172.67.81.183,4,4,0.00,198.12,0.00
104.25.188.121,4,4,0.00,198.13,0.00
104.20.52.145,4,4,0.00,198.14,0.00
104.16.149.180,4,4,0.00,198.14,0.00
104.20.166.130,4,4,0.00,198.16,0.00
104.20.142.156,4,4,0.00,198.16,0.00
104.19.31.95,4,4,0.00,198.16,0.00
104.20.130.66,4,4,0.00,198.17,0.00
198.41.217.107,4,4,0.00,198.18,0.00
104.22.28.3,4,4,0.00,198.18,0.00
162.159.252.91,4,4,0.00,198.19,0.00
162.159.13.159,4,4,0.00,198.20,0.00
104.19.135.3,4,4,0.00,198.20,0.00
104.16.64.228,4,4,0.00,198.21,0.00
104.19.40.74,4,4,0.00,198.21,0.00
104.16.244.107,4,4,0.00,198.22,0.00
104.24.35.145,4,4,0.00,198.23,0.00
104.27.18.37,4,4,0.00,198.25,0.00
104.22.39.73,4,4,0.00,198.26,0.00
104.20.248.31,4,4,0.00,198.27,0.00
104.19.47.135,4,4,0.00,198.28,0.00
104.16.97.95,4,4,0.00,198.29,0.00
104.20.207.29,4,4,0.00,198.29,0.00
104.18.212.216,4,4,0.00,198.30,0.00
104.17.110.148,4,4,0.00,198.30,0.00
172.67.125.92,4,4,0.00,198.32,0.00
104.17.245.186,4,4,0.00,198.32,0.00
104.17.100.88,4,4,0.00,198.33,0.00
104.20.160.205,4,4,0.00,198.33,0.00
104.16.165.177,4,4,0.00,198.36,0.00
172.67.108.77,4,4,0.00,198.37,0.00
104.23.108.44,4,4,0.00,198.37,0.00
104.19.221.85,4,4,0.00,198.37,0.00
172.65.93.246,4,4,0.00,198.37,0.00
104.24.237.168,4,4,0.00,198.38,0.00
104.19.188.54,4,4,0.00,198.38,0.00
104.17.31.83,4,4,0.00,198.38,0.00
172.66.144.163,4,4,0.00,198.39,0.00
104.23.141.10,4,4,0.00,198.40,0.00
172.64.92.226,4,4,0.00,198.40,0.00
104.27.53.1,4,4,0.00,198.40,0.00
172.66.203.155,4,4,0.00,198.40,0.00
104.17.42.97,4,4,0.00,198.41,0.00
104.27.126.79,4,4,0.00,198.42,0.00
104.16.255.20,4,4,0.00,198.43,0.00
172.64.32.8,4,4,0.00,198.45,0.00
104.17.126.1,4,4,0.00,198.46,0.00
104.25.170.194,4,4,0.00,198.48,0.00
162.159.128.176,4,4,0.00,198.51,0.00
104.17.24.77,4,4,0.00,198.51,0.00
104.27.103.50,4,4,0.00,198.51,0.00
104.17.187.141,4,4,0.00,198.53,0.00
104.17.75.75,4,4,0.00,198.54,0.00
104.24.177.105,4,4,0.00,198.54,0.00
104.20.232.85,4,4,0.00,198.54,0.00
104.20.224.240,4,4,0.00,198.55,0.00
104.24.194.95,4,4,0.00,198.56,0.00
172.65.116.120,4,4,0.00,198.56,0.00
198.41.218.248,4,4,0.00,198.57,0.00
172.66.173.6,4,4,0.00,198.57,0.00
172.65.210.21,4,4,0.00,198.58,0.00
104.17.103.41,4,4,0.00,198.58,0.00
104.19.187.19,4,4,0.00,198.60,0.00
172.66.137.109,4,4,0.00,198.60,0.00
172.67.7.192,4,4,0.00,198.61,0.00
104.24.57.49,4,4,0.00,198.65,0.00
104.24.83.2,4,4,0.00,198.67,0.00
104.16.197.245,4,4,0.00,198.67,0.00
104.22.21.167,4,4,0.00,198.67,0.00
172.64.39.35,4,4,0.00,198.67,0.00
104.20.155.55,4,4,0.00,198.68,0.00
104.16.187.6,4,4,0.00,198.68,0.00
104.25.60.128,4,4,0.00,198.69,0.00
104.16.106.43,4,4,0.00,198.69,0.00
104.17.81.18,4,4,0.00,198.70,0.00
104.27.13.3,4,4,0.00,198.71,0.00
172.67.124.161,4,4,0.00,198.71,0.00
104.24.46.18,4,4,0.00,198.73,0.00
104.19.91.119,4,4,0.00,198.74,0.00
172.64.231.195,4,4,0.00,198.75,0.00
172.67.49.173,4,4,0.00,198.79,0.00
172.67.80.235,4,4,0.00,198.79,0.00
104.23.125.143,4,4,0.00,198.80,0.00
104.25.16.104,4,4,0.00,198.81,0.00
104.20.141.44,4,4,0.00,198.81,0.00
104.16.154.2,4,4,0.00,198.81,0.00
104.19.121.48,4,4,0.00,198.83,0.00
104.24.171.88,4,4,0.00,198.84,0.00
172.65.206.105,4,4,0.00,198.85,0.00
104.18.232.208,4,4,0.00,198.87,0.00
104.17.184.98,4,4,0.00,198.88,0.00
172.66.156.188,4,4,0.00,198.89,0.00
104.25.236.75,4,4,0.00,198.90,0.00
104.25.227.53,4,4,0.00,198.91,0.00
104.18.16.214,4,4,0.00,198.94,0.00
104.16.241.18,4,4,0.00,198.94,0.00
172.66.136.31,4,4,0.00,198.95,0.00
104.25.48.126,4,4,0.00,198.95,0.00
104.25.199.181,4,4,0.00,198.95,0.00
172.65.209.99,4,4,0.00,198.98,0.00
172.65.76.83,4,4,0.00,198.99,0.00
104.25.202.226,4,4,0.00,199.02,0.00
162.159.2.73,4,4,0.00,199.02,0.00
104.19.114.64,4,4,0.00,199.04,0.00
104.27.41.226,4,4,0.00,199.06,0.00
104.19.154.231,4,4,0.00,199.07,0.00
198.41.205.104,4,4,0.00,199.08,0.00
104.27.5.65,4,4,0.00,199.08,0.00
172.67.17.188,4,4,0.00,199.11,0.00
104.18.179.121,4,4,0.00,199.12,0.00
104.23.109.242,4,4,0.00,199.13,0.00
104.16.135.132,4,4,0.00,199.14,0.00
104.27.117.227,4,4,0.00,199.15,0.00
104.25.106.156,4,4,0.00,199.16,0.00
104.19.63.12,4,4,0.00,199.17,0.00
104.16.240.48,4,4,0.00,199.19,0.00
