IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.24.2.177,4,4,0.00,199.20,0.00
104.19.35.207,4,4,0.00,199.21,0.00
104.16.12.40,4,4,0.00,199.22,0.00
104.17.63.91,4,4,0.00,199.22,0.00
104.16.167.167,4,4,0.00,199.22,0.00
172.67.35.209,4,4,0.00,199.22,0.00
172.67.93.115,4,4,0.00,199.23,0.00
104.27.52.86,4,4,0.00,199.23,0.00
172.65.164.239,4,4,0.00,199.23,0.00
104.24.207.221,4,4,0.00,199.23,0.00
104.16.99.162,4,4,0.00,199.28,0.00
104.19.28.173,4,4,0.00,199.30,0.00
104.27.99.69,4,4,0.00,199.31,0.00
162.159.201.58,4,4,0.00,199.31,0.00
104.17.28.195,4,4,0.00,199.32,0.00
104.18.136.168,4,4,0.00,199.35,0.00
172.65.177.154,4,4,0.00,199.35,0.00
104.18.173.70,4,4,0.00,199.39,0.00
162.159.49.217,4,4,0.00,199.39,0.00
172.66.171.139,4,4,0.00,199.39,0.00
104.16.145.74,4,4,0.00,199.40,0.00
104.17.11.160,4,4,0.00,199.42,0.00
104.19.6.225,4,4,0.00,199.42,0.00
104.24.180.120,4,4,0.00,199.45,0.00
172.65.73.229,4,4,0.00,199.46,0.00
172.65.82.8,4,4,0.00,199.47,0.00
172.65.1.67,4,4,0.00,199.51,0.00
104.20.233.93,4,4,0.00,199.52,0.00
104.16.252.27,4,4,0.00,199.54,0.00
104.25.3.253,4,4,0.00,199.54,0.00
104.20.196.148,4,4,0.00,199.54,0.00
172.65.181.224,4,4,0.00,199.54,0.00
172.65.129.196,4,4,0.00,199.55,0.00
104.24.29.213,4,4,0.00,199.56,0.00
172.64.146.216,4,4,0.00,199.56,0.00
104.21.236.175,4,4,0.00,199.58,0.00
104.25.139.12,4,4,0.00,199.60,0.00
104.18.14.198,4,4,0.00,199.63,0.00
104.20.11.30,4,4,0.00,199.66,0.00
104.24.241.38,4,4,0.00,199.66,0.00
104.20.116.151,4,4,0.00,199.67,0.00
172.67.114.142,4,4,0.00,199.68,0.00
104.25.66.230,4,4,0.00,199.69,0.00
104.21.234.162,4,4,0.00,199.70,0.00
104.24.61.58,4,4,0.00,199.70,0.00
104.16.129.35,4,4,0.00,199.70,0.00
104.20.53.80,4,4,0.00,199.71,0.00
172.65.72.251,4,4,0.00,199.72,0.00
104.18.37.138,4,4,0.00,199.73,0.00
104.19.147.74,4,4,0.00,199.73,0.00
104.24.193.145,4,4,0.00,199.73,0.00
104.17.104.143,4,4,0.00,199.74,0.00
172.67.91.45,4,4,0.00,199.76,0.00
104.24.53.69,4,4,0.00,199.76,0.00
104.22.27.139,4,4,0.00,199.77,0.00
104.18.189.129,4,4,0.00,199.77,0.00
172.66.147.62,4,4,0.00,199.78,0.00
104.25.224.1,4,4,0.00,199.79,0.00
104.20.132.136,4,4,0.00,199.81,0.00
104.16.210.90,4,4,0.00,199.82,0.00
104.19.168.150,4,4,0.00,199.82,0.00
104.18.172.55,4,4,0.00,199.83,0.00
104.18.171.132,4,4,0.00,199.83,0.00
104.24.85.90,4,4,0.00,199.87,0.00
104.17.168.8,4,4,0.00,199.88,0.00
104.18.132.207,4,4,0.00,199.89,0.00
172.65.201.89,4,4,0.00,199.91,0.00
104.25.89.150,4,4,0.00,199.92,0.00
104.23.97.196,4,4,0.00,199.92,0.00
104.19.33.126,4,4,0.00,199.93,0.00
172.65.246.226,4,4,0.00,199.95,0.00
162.159.4.15,4,4,0.00,199.96,0.00
104.16.216.166,4,4,0.00,199.98,0.00
104.25.197.127,4,4,0.00,199.99,0.00
