IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.24.250.127,4,4,0.00,196.56,0.00
172.67.199.172,4,4,0.00,196.60,0.00
104.22.70.116,4,4,0.00,196.63,0.00
172.65.152.171,4,4,0.00,196.64,0.00
104.22.67.149,4,4,0.00,196.64,0.00
172.67.194.112,4,4,0.00,196.65,0.00
172.64.48.23,4,4,0.00,196.66,0.00
104.25.46.15,4,4,0.00,196.72,0.00
104.22.75.111,4,4,0.00,196.73,0.00
172.65.63.57,4,4,0.00,196.73,0.00
104.25.2.88,4,4,0.00,196.73,0.00
104.25.40.224,4,4,0.00,196.73,0.00
104.24.78.125,4,4,0.00,196.77,0.00
172.67.181.166,4,4,0.00,196.79,0.00
104.25.38.165,4,4,0.00,196.79,0.00
172.64.36.125,4,4,0.00,196.81,0.00
104.25.88.95,4,4,0.00,196.86,0.00
172.67.196.133,4,4,0.00,196.87,0.00
172.67.86.56,4,4,0.00,196.88,0.00
172.64.82.253,4,4,0.00,196.89,0.00
104.25.201.75,4,4,0.00,196.90,0.00
172.67.32.183,4,4,0.00,196.91,0.00
172.65.84.177,4,4,0.00,196.91,0.00
104.25.170.115,4,4,0.00,196.93,0.00
172.67.244.92,4,4,0.00,196.93,0.00
104.25.138.240,4,4,0.00,196.95,0.00
172.65.114.173,4,4,0.00,196.97,0.00
104.25.179.36,4,4,0.00,196.97,0.00
172.65.211.66,4,4,0.00,196.98,0.00
104.25.51.145,4,4,0.00,197.00,0.00
104.24.0.80,4,4,0.00,197.00,0.00
104.25.243.209,4,4,0.00,197.02,0.00
172.65.22.168,4,4,0.00,197.04,0.00
172.66.171.85,4,4,0.00,197.04,0.00
172.65.199.115,4,4,0.00,197.07,0.00
172.66.44.191,4,4,0.00,197.09,0.00
172.65.0.140,4,4,0.00,197.12,0.00
172.67.171.82,4,4,0.00,197.13,0.00
172.67.246.120,4,4,0.00,197.13,0.00
172.65.7.195,4,4,0.00,197.16,0.00
172.67.161.6,4,4,0.00,197.16,0.00
104.25.108.206,4,4,0.00,197.17,0.00
104.24.25.128,4,4,0.00,197.18,0.00
104.24.194.65,4,4,0.00,197.19,0.00
104.22.17.119,4,4,0.00,197.19,0.00
172.65.245.100,4,4,0.00,197.20,0.00
172.65.101.42,4,4,0.00,197.21,0.00
104.25.4.9,4,4,0.00,197.23,0.00
104.27.11.68,4,4,0.00,197.25,0.00
172.67.55.118,4,4,0.00,197.26,0.00
172.67.8.192,4,4,0.00,197.27,0.00
104.24.198.126,4,4,0.00,197.30,0.00
104.27.116.49,4,4,0.00,197.31,0.00
104.25.1.247,4,4,0.00,197.33,0.00
172.67.89.145,4,4,0.00,197.34,0.00
172.67.23.1,4,4,0.00,197.34,0.00
104.24.203.64,4,4,0.00,197.41,0.00
104.24.206.191,4,4,0.00,197.41,0.00
172.67.95.226,4,4,0.00,197.42,0.00
104.25.58.167,4,4,0.00,197.43,0.00
104.21.204.207,4,4,0.00,197.44,0.00
172.67.248.108,4,4,0.00,197.47,0.00
104.24.178.139,4,4,0.00,197.47,0.00
172.66.200.12,4,4,0.00,197.47,0.00
104.27.78.151,4,4,0.00,197.49,0.00
172.67.57.163,4,4,0.00,197.51,0.00
104.21.91.76,4,4,0.00,197.52,0.00
172.64.230.110,4,4,0.00,197.53,0.00
104.24.38.142,4,4,0.00,197.54,0.00
104.24.157.79,4,4,0.00,197.54,0.00
104.27.201.75,4,4,0.00,197.54,0.00
172.66.151.58,4,4,0.00,197.55,0.00
104.25.123.145,4,4,0.00,197.55,0.00
104.27.37.200,4,4,0.00,197.56,0.00
104.22.6.179,4,4,0.00,197.57,0.00
172.65.157.17,4,4,0.00,197.59,0.00
172.67.224.91,4,4,0.00,197.60,0.00
172.66.173.239,4,4,0.00,197.61,0.00
104.24.242.184,4,4,0.00,197.63,0.00
104.27.80.55,4,4,0.00,197.64,0.00
172.67.200.189,4,4,0.00,197.64,0.00
104.21.217.40,4,4,0.00,197.66,0.00
172.65.155.112,4,4,0.00,197.69,0.00
172.66.132.97,4,4,0.00,197.75,0.00
172.65.44.248,4,4,0.00,197.77,0.00
104.25.185.27,4,4,0.00,197.84,0.00
172.66.206.141,4,4,0.00,197.88,0.00
172.67.49.223,4,4,0.00,197.90,0.00
104.25.159.136,4,4,0.00,197.92,0.00
104.24.233.52,4,4,0.00,197.93,0.00
104.25.249.179,4,4,0.00,197.94,0.00
172.64.33.165,4,4,0.00,197.94,0.00
172.64.49.193,4,4,0.00,197.96,0.00
172.65.42.119,4,4,0.00,197.98,0.00
172.65.158.137,4,4,0.00,197.98,0.00
172.67.204.127,4,4,0.00,198.04,0.00
104.21.127.169,4,4,0.00,198.07,0.00
172.67.25.127,4,4,0.00,198.07,0.00
104.27.5.65,4,4,0.00,198.09,0.00
104.27.112.107,4,4,0.00,198.09,0.00
104.24.188.41,4,4,0.00,198.10,0.00
104.24.4.52,4,4,0.00,198.13,0.00
104.25.207.19,4,4,0.00,198.13,0.00
172.67.6.133,4,4,0.00,198.13,0.00
104.25.197.74,4,4,0.00,198.15,0.00
104.25.242.52,4,4,0.00,198.17,0.00
104.24.30.199,4,4,0.00,198.18,0.00
104.21.214.152,4,4,0.00,198.20,0.00
172.65.19.244,4,4,0.00,198.23,0.00
104.25.216.56,4,4,0.00,198.26,0.00
172.65.104.217,4,4,0.00,198.27,0.00
104.27.76.5,4,4,0.00,198.28,0.00
172.66.168.139,4,4,0.00,198.32,0.00
172.67.235.49,4,4,0.00,198.38,0.00
172.65.130.55,4,4,0.00,198.38,0.00
172.64.176.122,4,4,0.00,198.40,0.00
172.67.162.148,4,4,0.00,198.44,0.00
172.65.66.12,4,4,0.00,198.45,0.00
172.67.165.128,4,4,0.00,198.47,0.00
172.65.127.226,4,4,0.00,198.49,0.00
172.64.86.34,4,4,0.00,198.50,0.00
172.67.134.55,4,4,0.00,198.55,0.00
172.65.26.244,4,4,0.00,198.56,0.00
172.67.185.197,4,4,0.00,198.56,0.00
172.67.35.139,4,4,0.00,198.56,0.00
104.25.186.10,4,4,0.00,198.57,0.00
172.65.241.34,4,4,0.00,198.59,0.00
172.66.146.50,4,4,0.00,198.60,0.00
172.67.225.57,4,4,0.00,198.61,0.00
172.64.146.210,4,4,0.00,198.62,0.00
172.67.215.29,4,4,0.00,198.63,0.00
172.65.178.72,4,4,0.00,198.65,0.00
172.65.247.225,4,4,0.00,198.67,0.00
172.67.212.1,4,4,0.00,198.69,0.00
172.65.62.151,4,4,0.00,198.69,0.00
104.27.49.203,4,4,0.00,198.73,0.00
104.25.129.176,4,4,0.00,198.76,0.00
172.66.165.208,4,4,0.00,198.77,0.00
172.65.141.251,4,4,0.00,198.78,0.00
104.23.122.174,4,4,0.00,198.79,0.00
172.67.238.162,4,4,0.00,198.79,0.00
172.65.169.203,4,4,0.00,198.84,0.00
172.65.68.48,4,4,0.00,198.84,0.00
104.23.112.212,4,4,0.00,198.89,0.00
104.27.90.188,4,4,0.00,198.91,0.00
104.25.83.43,4,4,0.00,198.97,0.00
104.24.20.43,4,4,0.00,198.98,0.00
172.65.77.232,4,4,0.00,198.99,0.00
172.65.173.211,4,4,0.00,198.99,0.00
172.65.242.240,4,4,0.00,199.00,0.00
172.65.219.65,4,4,0.00,199.01,0.00
104.22.60.190,4,4,0.00,199.02,0.00
172.65.149.94,4,4,0.00,199.03,0.00
104.27.95.182,4,4,0.00,199.04,0.00
104.25.213.135,4,4,0.00,199.04,0.00
104.25.215.174,4,4,0.00,199.04,0.00
104.27.24.45,4,4,0.00,199.04,0.00
104.27.85.98,4,4,0.00,199.06,0.00
172.66.128.110,4,4,0.00,199.07,0.00
104.21.105.152,4,4,0.00,199.08,0.00
104.25.224.182,4,4,0.00,199.11,0.00
104.27.117.69,4,4,0.00,199.12,0.00
172.66.153.49,4,4,0.00,199.14,0.00
172.65.73.178,4,4,0.00,199.15,0.00
172.66.207.77,4,4,0.00,199.18,0.00
172.67.80.137,4,4,0.00,199.26,0.00
104.25.124.241,4,4,0.00,199.27,0.00
172.65.46.33,4,4,0.00,199.27,0.00
104.21.116.156,4,4,0.00,199.27,0.00
104.22.1.128,4,4,0.00,199.28,0.00
104.25.91.238,4,4,0.00,199.32,0.00
104.21.123.121,4,4,0.00,199.34,0.00
104.25.41.241,4,4,0.00,199.36,0.00
172.64.145.166,4,4,0.00,199.41,0.00
172.67.237.174,4,4,0.00,199.41,0.00
172.65.250.210,4,4,0.00,199.41,0.00
104.25.103.193,4,4,0.00,199.43,0.00
104.25.104.183,4,4,0.00,199.43,0.00
104.22.65.30,4,4,0.00,199.45,0.00
104.21.216.178,4,4,0.00,199.48,0.00
104.27.22.181,4,4,0.00,199.51,0.00
172.65.223.251,4,4,0.00,199.51,0.00
172.67.5.227,4,4,0.00,199.55,0.00
104.25.250.174,4,4,0.00,199.57,0.00
104.24.10.88,4,4,0.00,199.59,0.00
172.65.191.158,4,4,0.00,199.59,0.00
104.27.30.86,4,4,0.00,199.59,0.00
104.24.213.218,4,4,0.00,199.63,0.00
104.22.36.164,4,4,0.00,199.64,0.00
104.21.197.90,4,4,0.00,199.65,0.00
104.25.60.225,4,4,0.00,199.65,0.00
104.21.122.149,4,4,0.00,199.66,0.00
172.67.172.224,4,4,0.00,199.67,0.00
172.67.4.36,4,4,0.00,199.68,0.00
172.67.221.153,4,4,0.00,199.69,0.00
172.67.218.56,4,4,0.00,199.70,0.00
104.24.160.83,4,4,0.00,199.73,0.00
104.24.40.69,4,4,0.00,199.73,0.00
172.65.25.117,4,4,0.00,199.74,0.00
172.67.210.106,4,4,0.00,199.75,0.00
172.65.54.209,4,4,0.00,199.75,0.00
104.24.201.204,4,4,0.00,199.77,0.00
172.66.209.236,4,4,0.00,199.79,0.00
172.67.38.243,4,4,0.00,199.79,0.00
172.64.147.24,4,4,0.00,199.84,0.00
172.65.205.38,4,4,0.00,199.85,0.00
104.24.62.133,4,4,0.00,199.86,0.00
172.65.124.28,4,4,0.00,199.86,0.00
104.23.140.6,4,4,0.00,199.87,0.00
172.65.165.47,4,4,0.00,199.93,0.00
104.27.60.23,4,4,0.00,199.95,0.00
172.64.53.212,4,4,0.00,199.98,0.00
104.27.67.221,4,4,0.00,199.99,0.00
